ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
212895_s_at	1.08e-03	1.09e-04	9.248603	1.27498	0.8954407	ABR	active BCR-related
217140_s_at	1.08e-03	1.09e-04	-9.248591	1.27497	-1.04822365	VDAC1	voltage-dependent anion channel 1
203091_at	1.08e-03	1.09e-04	-9.247402	1.27416	-1.34678566	FUBP1	far upstream element (FUSE) binding protein 1
209024_s_at	1.08e-03	1.09e-04	-9.247093	1.27395	-1.26186507	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein
208897_s_at	1.08e-03	1.09e-04	-9.2442	1.27199	-0.79891535	DDX18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18
212525_s_at	1.08e-03	1.09e-04	-9.241037	1.26984	-2.65169906	H2AFX	H2A histone family, member X
208248_x_at	1.08e-03	1.09e-04	9.240205	1.26928	0.75335485	APLP2	amyloid beta (A4) precursor-like protein 2
219779_at	1.09e-03	1.10e-04	9.234824	1.26562	2.71719364	ZFHX4	zinc finger homeobox 4
209846_s_at	1.09e-03	1.10e-04	9.233121	1.26446	1.41936333	BTN3A2	butyrophilin, subfamily 3, member A2
204906_at	1.09e-03	1.10e-04	9.227235	1.26046	1.77570463	RPS6KA2	ribosomal protein S6 kinase, 90kDa, polypeptide 2
210482_x_at	1.09e-03	1.10e-04	9.226434	1.25991	1.34742222	MAP2K5	mitogen-activated protein kinase kinase 5
212067_s_at	1.09e-03	1.10e-04	9.225495	1.25928	2.35562505	C1R	complement component 1, r subcomponent
212723_at	1.09e-03	1.10e-04	-9.224633	1.25869	-0.76468362	JMJD6	jumonji domain containing 6
213811_x_at	1.09e-03	1.11e-04	-9.218838	1.25475	-0.91047464	TCF3	transcription factor 3
200606_at	1.09e-03	1.11e-04	9.21701	1.2535	1.22923315	DSP	desmoplakin
204766_s_at	1.10e-03	1.12e-04	-9.207594	1.24709	-1.24814994	NUDT1	nudix (nucleoside diphosphate linked moiety X)-type motif 1
221927_s_at	1.10e-03	1.12e-04	-9.200255	1.24208	-1.45305381	ABHD11	abhydrolase domain containing 11
206767_at	1.10e-03	1.12e-04	9.198749	1.24106	1.82568673	RBMS3	RNA binding motif, single stranded interacting protein 3
200738_s_at	1.11e-03	1.12e-04	-9.19681	1.23973	-0.68222577	PGK1	phosphoglycerate kinase 1
214176_s_at	1.11e-03	1.13e-04	9.190577	1.23548	2.10973252	PBXIP1	pre-B-cell leukemia homeobox interacting protein 1
214501_s_at	1.11e-03	1.13e-04	-9.189799	1.23495	-0.9501835	H2AFY	H2A histone family, member Y
200785_s_at	1.11e-03	1.13e-04	9.187828	1.2336	2.50422745	LRP1	low density lipoprotein receptor-related protein 1
213789_at	1.11e-03	1.13e-04	-9.187662	1.23349	-1.11226194	EBP	emopamil binding protein (sterol isomerase)
212983_at	1.11e-03	1.13e-04	-9.187323	1.23326	-1.37148515	HRAS	Harvey rat sarcoma viral oncogene homolog
203282_at	1.11e-03	1.13e-04	9.178339	1.22712	0.68500444	GBE1	glucan (1,4-alpha-), branching enzyme 1
203657_s_at	1.11e-03	1.14e-04	9.177774	1.22674	2.37074853	CTSF	cathepsin F
212351_at	1.12e-03	1.14e-04	-9.169774	1.22127	-0.74000612	EIF2B5	eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa
211932_at	1.12e-03	1.14e-04	-9.169341	1.22097	-1.05747133	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
204955_at	1.12e-03	1.14e-04	9.164266	1.2175	1.47383271	SRPX	sushi-repeat containing protein, X-linked
202812_at	1.12e-03	1.14e-04	9.163701	1.21711	1.93038137	GAA	glucosidase, alpha; acid
221079_s_at	1.12e-03	1.15e-04	-9.162767	1.21647	-1.00818273	METTL2A///METTL2B	methyltransferase like 2A///methyltransferase like 2B
202386_s_at	1.12e-03	1.15e-04	9.162612	1.21637	0.81491884	KIAA0430	KIAA0430
211662_s_at	1.13e-03	1.15e-04	-9.153363	1.21003	-0.41493311	VDAC2	voltage-dependent anion channel 2
218772_x_at	1.13e-03	1.16e-04	-9.147247	1.20584	-1.1833388	TMEM38B	transmembrane protein 38B
218450_at	1.13e-03	1.16e-04	9.144718	1.20411	0.87042649	HEBP1	heme binding protein 1
202436_s_at	1.13e-03	1.16e-04	9.144218	1.20376	3.90859808	CYP1B1	cytochrome P450, family 1, subfamily B, polypeptide 1
200703_at	1.13e-03	1.16e-04	-9.143103	1.203	-0.40801174	DYNLL1	dynein, light chain, LC8-type 1
212861_at	1.14e-03	1.16e-04	-9.135808	1.19799	-0.41654802	MFSD5	major facilitator superfamily domain containing 5
219070_s_at	1.14e-03	1.17e-04	9.134061	1.19679	1.00531378	MOSPD3	motile sperm domain containing 3
213194_at	1.14e-03	1.17e-04	9.131067	1.19474	1.66956562	ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)
202084_s_at	1.14e-03	1.17e-04	9.12549	1.19091	0.75289873	SEC14L1	SEC14-like 1 (S. cerevisiae)
222039_at	1.14e-03	1.17e-04	-9.122533	1.18888	-1.79878301	KIF18B	kinesin family member 18B
216305_s_at	1.14e-03	1.17e-04	-9.121965	1.18849	-1.09835476	GCFC2	GC-rich sequence DNA-binding factor 2
217904_s_at	1.14e-03	1.17e-04	9.121163	1.18794	0.80297751	BACE1	beta-site APP-cleaving enzyme 1
200820_at	1.15e-03	1.18e-04	-9.115354	1.18394	-0.27563651	PSMD8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8
202503_s_at	1.15e-03	1.18e-04	-9.114702	1.18349	-0.49796607	KIAA0101	KIAA0101
212452_x_at	1.15e-03	1.18e-04	9.113704	1.18281	1.72798431	KAT6B	K(lysine) acetyltransferase 6B
201828_x_at	1.15e-03	1.18e-04	9.113176	1.18244	0.83237953	FAM127A	family with sequence similarity 127, member A
210792_x_at	1.15e-03	1.18e-04	-9.111874	1.18155	-1.04569076	SIVA1	SIVA1, apoptosis-inducing factor
219676_at	1.15e-03	1.18e-04	-9.111392	1.18122	-1.38752293	ZSCAN16	zinc finger and SCAN domain containing 16
204093_at	1.15e-03	1.19e-04	-9.104228	1.17629	-0.52407996	CCNH	cyclin H
218419_s_at	1.15e-03	1.19e-04	9.102072	1.1748	0.88804223	TMUB2	transmembrane and ubiquitin-like domain containing 2
203044_at	1.15e-03	1.19e-04	9.100313	1.17359	0.80565024	CHSY1	chondroitin sulfate synthase 1
201174_s_at	1.15e-03	1.19e-04	9.098464	1.17232	0.69346206	TERF2IP	telomeric repeat binding factor 2, interacting protein
200714_x_at	1.16e-03	1.19e-04	9.096003	1.17062	1.05111713	OS9	osteosarcoma amplified 9, endoplasmic reticulum lectin
201521_s_at	1.16e-03	1.19e-04	-9.095677	1.1704	-0.65280808	NCBP2	nuclear cap binding protein subunit 2, 20kDa
202441_at	1.16e-03	1.19e-04	-9.09504	1.16996	-0.53221616	ERLIN1	ER lipid raft associated 1
203575_at	1.16e-03	1.19e-04	9.094737	1.16975	0.94024445	CSNK2A2	casein kinase 2, alpha prime polypeptide
204521_at	1.16e-03	1.19e-04	-9.092191	1.168	-1.46563824	FAM216A	family with sequence similarity 216, member A
212754_s_at	1.16e-03	1.20e-04	9.091619	1.1676	0.83845572	MON2	MON2 homolog (S. cerevisiae)
218124_at	1.16e-03	1.20e-04	9.091063	1.16722	0.57845558	RETSAT	retinol saturase (all-trans-retinol 13,14-reductase)
205060_at	1.16e-03	1.20e-04	-9.091042	1.1672	-0.50497001	PARG	poly (ADP-ribose) glycohydrolase
202440_s_at	1.16e-03	1.20e-04	9.089699	1.16628	1.03826769	ST5	suppression of tumorigenicity 5
209899_s_at	1.16e-03	1.20e-04	-9.087791	1.16496	-0.5169466	PUF60	poly-U binding splicing factor 60KDa
209926_at	1.16e-03	1.20e-04	-9.085694	1.16352	-1.16520319	MEF2BNB	MEF2B neighbor
220171_x_at	1.16e-03	1.20e-04	-9.085072	1.16309	-0.4627101	GPALPP1	GPALPP motifs containing 1
219348_at	1.16e-03	1.20e-04	9.084744	1.16286	0.58930611	USE1	unconventional SNARE in the ER 1 homolog (S. cerevisiae)
209838_at	1.16e-03	1.20e-04	-9.083713	1.16215	-1.27217422	COPS2	COP9 signalosome subunit 2
213100_at	1.16e-03	1.20e-04	9.083439	1.16196	2.57114299	UNC5B	unc-5 homolog B (C. elegans)
37408_at	1.16e-03	1.20e-04	9.082392	1.16124	2.24219984	MRC2	mannose receptor, C type 2
212967_x_at	1.16e-03	1.21e-04	9.077803	1.15807	0.35601292	NAP1L1	nucleosome assembly protein 1-like 1
220606_s_at	1.16e-03	1.21e-04	9.075819	1.1567	1.10628564	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent
203103_s_at	1.16e-03	1.21e-04	-9.075717	1.15663	-0.96011994	PRPF19	pre-mRNA processing factor 19
45288_at	1.16e-03	1.21e-04	-9.074179	1.15557	-1.17969071	ABHD6	abhydrolase domain containing 6
201290_at	1.16e-03	1.21e-04	9.073973	1.15543	0.21614949	SEC11A	SEC11 homolog A (S. cerevisiae)
202916_s_at	1.17e-03	1.22e-04	-9.062377	1.14742	-0.76500205	FAM20B	family with sequence similarity 20, member B
219623_at	1.17e-03	1.22e-04	-9.061322	1.14669	-0.93844431	ACTR5	ARP5 actin-related protein 5 homolog (yeast)
209503_s_at	1.17e-03	1.22e-04	-9.060226	1.14593	-0.63777999	PSMC5	proteasome (prosome, macropain) 26S subunit, ATPase, 5
209510_at	1.17e-03	1.22e-04	9.060141	1.14587	0.61937148	RNF139	ring finger protein 139
222010_at	1.17e-03	1.22e-04	-9.059975	1.14575	-0.83484558	TCP1	t-complex 1
212715_s_at	1.17e-03	1.22e-04	-9.057308	1.14391	-1.41777214	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3
203145_at	1.17e-03	1.23e-04	-9.050695	1.13934	-1.97715286	SPAG5	sperm associated antigen 5
209053_s_at	1.17e-03	1.23e-04	-9.050198	1.13899	-1.09411884	WHSC1	Wolf-Hirschhorn syndrome candidate 1
206942_s_at	1.18e-03	1.23e-04	-9.046965	1.13675	-2.12621187	PMCH	pro-melanin-concentrating hormone
213017_at	1.18e-03	1.23e-04	-9.04546	1.13571	-1.93590726	ABHD3	abhydrolase domain containing 3
210592_s_at	1.18e-03	1.23e-04	9.043852	1.1346	3.76519203	SAT1	spermidine/spermine N1-acetyltransferase 1
208640_at	1.19e-03	1.24e-04	-9.030821	1.12557	-0.59854533	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
213129_s_at	1.19e-03	1.24e-04	-9.025831	1.12211	-1.39374807	GCSHP5///GCSH	glycine cleavage system protein H pseudogene 5///glycine cleavage system protein H (aminomethyl carrier)
220261_s_at	1.19e-03	1.25e-04	9.021741	1.11927	0.56898444	ZDHHC4	zinc finger, DHHC-type containing 4
214662_at	1.19e-03	1.25e-04	-9.021328	1.11898	-1.27581003	WDR43	WD repeat domain 43
213757_at	1.19e-03	1.25e-04	-9.020428	1.11836	-0.9091	EIF5A	eukaryotic translation initiation factor 5A
202635_s_at	1.19e-03	1.25e-04	-9.018614	1.1171	-0.87332357	POLR2K	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa
209287_s_at	1.19e-03	1.25e-04	9.01745	1.11629	1.24774026	CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3
215997_s_at	1.19e-03	1.25e-04	9.016231	1.11544	1.08817674	CUL4B	cullin 4B
201252_at	1.19e-03	1.25e-04	-9.014438	1.1142	-0.52686656	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4
216804_s_at	1.19e-03	1.25e-04	-9.013027	1.11322	-1.30058327	PDLIM5	PDZ and LIM domain 5
212016_s_at	1.20e-03	1.26e-04	-9.010162	1.11123	-1.55654089	PTBP1	polypyrimidine tract binding protein 1
204495_s_at	1.20e-03	1.26e-04	-9.008444	1.11003	-1.09572969	C15orf39	chromosome 15 open reading frame 39
214239_x_at	1.20e-03	1.26e-04	9.006575	1.10873	0.39477229	PCGF2	polycomb group ring finger 2
208950_s_at	1.20e-03	1.26e-04	9.004174	1.10706	0.78101451	ALDH7A1	aldehyde dehydrogenase 7 family, member A1
207713_s_at	1.20e-03	1.26e-04	9.00373	1.10676	1.44720232	RBCK1	RanBP-type and C3HC4-type zinc finger containing 1
218119_at	1.20e-03	1.27e-04	-8.995423	1.10098	-1.04569749	TIMM23	translocase of inner mitochondrial membrane 23 homolog (yeast)
220083_x_at	1.20e-03	1.27e-04	-8.995266	1.10087	-1.57270772	UCHL5	ubiquitin carboxyl-terminal hydrolase L5
210001_s_at	1.20e-03	1.27e-04	8.99398	1.09997	2.64353621	SOCS1	suppressor of cytokine signaling 1
204299_at	1.21e-03	1.27e-04	-8.990195	1.09734	-0.9223938	SRSF10	serine/arginine-rich splicing factor 10
214692_s_at	1.21e-03	1.27e-04	-8.986363	1.09467	-0.24940675	JRK	Jrk homolog (mouse)
202435_s_at	1.21e-03	1.28e-04	8.984063	1.09307	3.92194418	CYP1B1	cytochrome P450, family 1, subfamily B, polypeptide 1
215354_s_at	1.21e-03	1.28e-04	-8.983588	1.09274	-0.66848923	PELP1	proline, glutamate and leucine rich protein 1
78047_s_at	1.21e-03	1.28e-04	8.982965	1.0923	0.8354312		
211937_at	1.21e-03	1.28e-04	8.982908	1.09226	0.8638547	EIF4B	eukaryotic translation initiation factor 4B
209152_s_at	1.21e-03	1.28e-04	-8.982111	1.09171	-1.74971498	TCF3	transcription factor 3
210212_x_at	1.21e-03	1.28e-04	8.979039	1.08957	0.63938684	CMC4	C-x(9)-C motif containing 4
221185_s_at	1.21e-03	1.28e-04	8.977816	1.08871	1.45004324	IQCG	IQ motif containing G
201953_at	1.21e-03	1.28e-04	8.976892	1.08807	0.4840413	CIB1	calcium and integrin binding 1 (calmyrin)
212717_at	1.21e-03	1.29e-04	8.971552	1.08435	0.42009293	PLEKHM1	pleckstrin homology domain containing, family M (with RUN domain) member 1
218550_s_at	1.22e-03	1.29e-04	-8.970318	1.08349	-1.19892033	LRRC20	leucine rich repeat containing 20
201221_s_at	1.22e-03	1.29e-04	-8.961141	1.07708	-1.07357886	SNRNP70	small nuclear ribonucleoprotein 70kDa (U1)
209258_s_at	1.23e-03	1.30e-04	-8.955975	1.07347	-0.97587819	SMC3	structural maintenance of chromosomes 3
201797_s_at	1.23e-03	1.30e-04	-8.95371	1.07189	-1.19256601	VARS	valyl-tRNA synthetase
200893_at	1.23e-03	1.30e-04	-8.953376	1.07166	-0.76231721	TRA2B	transformer 2 beta homolog (Drosophila)
219147_s_at	1.23e-03	1.30e-04	8.951999	1.07069	1.9292689	NMRK1	nicotinamide riboside kinase 1
33814_at	1.23e-03	1.30e-04	-8.949417	1.06889	-0.47035385	PAK4	p21 protein (Cdc42/Rac)-activated kinase 4
212722_s_at	1.23e-03	1.30e-04	-8.947374	1.06746	-1.07683101	JMJD6	jumonji domain containing 6
219020_at	1.23e-03	1.31e-04	8.944865	1.06571	1.86111091	HS1BP3	HCLS1 binding protein 3
211804_s_at	1.23e-03	1.31e-04	-8.942529	1.06407	-2.78887983	CDK2	cyclin-dependent kinase 2
215780_s_at	1.23e-03	1.31e-04	-8.94204	1.06373	-0.73502906	SETP4///SET	SET pseudogene 4///SET nuclear proto-oncogene
204275_at	1.23e-03	1.31e-04	-8.937765	1.06074	-1.00012565	CAPN15	calpain 15
202726_at	1.23e-03	1.31e-04	-8.93665	1.05996	-1.72098723	LIG1	ligase I, DNA, ATP-dependent
201180_s_at	1.24e-03	1.32e-04	-8.932859	1.0573	-0.47591921	GNAI3	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3
203606_at	1.24e-03	1.32e-04	-8.932367	1.05696	-0.70307324	NDUFS6	NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)
211458_s_at	1.24e-03	1.32e-04	8.928943	1.05456	1.03417978	GABARAPL3///GABARAPL1	GABA(A) receptors associated protein like 3, pseudogene///GABA(A) receptor-associated protein like 1
218336_at	1.24e-03	1.33e-04	-8.918499	1.04724	-0.91171926	PFDN2	prefoldin subunit 2
203621_at	1.24e-03	1.33e-04	8.918021	1.04691	0.53130042	NDUFB5	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa
212891_s_at	1.24e-03	1.33e-04	-8.917964	1.04687	-0.62844988	GADD45GIP1	growth arrest and DNA-damage-inducible, gamma interacting protein 1
202475_at	1.24e-03	1.33e-04	-8.917946	1.04685	-0.48819547	TMEM147	transmembrane protein 147
205529_s_at	1.25e-03	1.33e-04	8.916163	1.0456	3.25768298	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
213252_at	1.25e-03	1.33e-04	-8.915601	1.04521	-1.62867522	SH3PXD2A	SH3 and PX domains 2A
211519_s_at	1.25e-03	1.33e-04	-8.914905	1.04472	-2.25872572	KIF2C	kinesin family member 2C
209561_at	1.25e-03	1.33e-04	8.912691	1.04317	1.63833508	THBS3	thrombospondin 3
202384_s_at	1.25e-03	1.33e-04	-8.91167	1.04245	-1.60957858	TCOF1	Treacher Collins-Franceschetti syndrome 1
220248_x_at	1.25e-03	1.34e-04	-8.907666	1.03964	-0.55380068	NSFL1C	NSFL1 (p97) cofactor (p47)
204886_at	1.25e-03	1.34e-04	-8.903951	1.03703	-2.11291188	PLK4	polo-like kinase 4
200801_x_at	1.25e-03	1.34e-04	-8.899295	1.03376	-0.68697077	ACTB	actin, beta
209321_s_at	1.26e-03	1.34e-04	-8.897795	1.03271	-1.0652846	ADCY3	adenylate cyclase 3
49077_at	1.26e-03	1.35e-04	-8.894404	1.03033	-0.84882444	PPME1	protein phosphatase methylesterase 1
202251_at	1.26e-03	1.35e-04	-8.892094	1.0287	-0.58014341	PRPF3	pre-mRNA processing factor 3
219320_at	1.26e-03	1.35e-04	-8.891306	1.02815	-0.96391752	MYO19	myosin XIX
205717_x_at	1.26e-03	1.35e-04	8.890072	1.02728	1.1556043	PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3	protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3
214248_s_at	1.26e-03	1.35e-04	8.886588	1.02483	1.79452936	TRIM2	tripartite motif containing 2
208952_s_at	1.26e-03	1.35e-04	-8.886075	1.02447	-0.59158353	LARP4B	La ribonucleoprotein domain family, member 4B
210011_s_at	1.26e-03	1.35e-04	-8.885797	1.02427	-0.8659384	EWSR1	EWS RNA-binding protein 1
201612_at	1.26e-03	1.35e-04	8.885502	1.02406	0.45731945	ALDH9A1	aldehyde dehydrogenase 9 family, member A1
203796_s_at	1.26e-03	1.36e-04	-8.884894	1.02364	-1.41243623	BCL7A	B-cell CLL/lymphoma 7A
201217_x_at	1.26e-03	1.36e-04	8.880121	1.02028	0.48699152	RPL3	ribosomal protein L3
201038_s_at	1.26e-03	1.36e-04	-8.879826	1.02007	-0.81520261	ANP32A	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A
213787_s_at	1.27e-03	1.36e-04	-8.874071	1.01602	-1.27641363	EBP	emopamil binding protein (sterol isomerase)
217854_s_at	1.27e-03	1.37e-04	-8.869458	1.01277	-0.65292149	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa
200658_s_at	1.27e-03	1.37e-04	-8.866364	1.01059	-0.89083617	PHB	prohibitin
213204_at	1.27e-03	1.37e-04	8.863046	1.00825	1.19708819	CUL9	cullin 9
208433_s_at	1.27e-03	1.37e-04	-8.86258	1.00792	-1.89041632	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
202167_s_at	1.28e-03	1.38e-04	8.858613	1.00512	0.53116827	MMS19	MMS19 nucleotide excision repair homolog (S. cerevisiae)
212693_at	1.28e-03	1.38e-04	-8.852823	1.00104	-1.60426948	MDN1	MDN1, midasin homolog (yeast)
212430_at	1.29e-03	1.39e-04	-8.84603	0.99624	-0.90090361	RBM38	RNA binding motif protein 38
201738_at	1.29e-03	1.39e-04	8.844751	0.99534	0.83259817	EIF1B	eukaryotic translation initiation factor 1B
201908_at	1.29e-03	1.39e-04	8.842574	0.9938	0.89178565	DVL3	dishevelled segment polarity protein 3
215157_x_at	1.29e-03	1.39e-04	8.841032	0.99271	0.43123313	PABPC1	poly(A) binding protein, cytoplasmic 1
212264_s_at	1.29e-03	1.40e-04	-8.835976	0.98913	-0.5935558	WAPAL	wings apart-like homolog (Drosophila)
200645_at	1.29e-03	1.40e-04	8.835108	0.98852	0.61308543	GABARAP	GABA(A) receptor-associated protein
212912_at	1.29e-03	1.40e-04	8.83474	0.98826	2.07288423	RPS6KA2	ribosomal protein S6 kinase, 90kDa, polypeptide 2
212751_at	1.29e-03	1.40e-04	-8.829565	0.9846	-1.23317378	UBE2N	ubiquitin-conjugating enzyme E2N
221933_at	1.29e-03	1.40e-04	-8.829531	0.98458	-1.00589257	NLGN4X	neuroligin 4, X-linked
201274_at	1.30e-03	1.41e-04	-8.825194	0.98151	-0.52927789	PSMA5	proteasome (prosome, macropain) subunit, alpha type, 5
209717_at	1.30e-03	1.41e-04	8.825167	0.98149	0.7344551	EVI5	ecotropic viral integration site 5
204991_s_at	1.30e-03	1.41e-04	-8.822986	0.97994	-0.15949614	NF2	neurofibromin 2 (merlin)
204132_s_at	1.30e-03	1.41e-04	8.817066	0.97575	1.15829497	FOXO3B///FOXO3	forkhead box O3B pseudogene///forkhead box O3
201091_s_at	1.30e-03	1.41e-04	-8.816079	0.97505	-0.45899326	CBX3	chromobox homolog 3
211630_s_at	1.30e-03	1.42e-04	8.81471	0.97408	0.66697022	GSS	glutathione synthetase
204464_s_at	1.30e-03	1.42e-04	8.813605	0.9733	1.84456037	EDNRA	endothelin receptor type A
212298_at	1.30e-03	1.42e-04	8.812571	0.97257	2.31631914	NRP1	neuropilin 1
211754_s_at	1.31e-03	1.42e-04	-8.810137	0.97084	-1.07173051	SLC25A17	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17
221931_s_at	1.31e-03	1.42e-04	-8.809045	0.97007	-1.42424945	SEH1L	SEH1-like (S. cerevisiae)
211974_x_at	1.31e-03	1.42e-04	8.807901	0.96926	0.44525591	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
208954_s_at	1.31e-03	1.42e-04	-8.807171	0.96874	-0.88142499	LARP4B	La ribonucleoprotein domain family, member 4B
41220_at	1.31e-03	1.43e-04	8.802653	0.96553	0.86343562	SEPT9	septin 9
201396_s_at	1.31e-03	1.43e-04	-8.801422	0.96466	-0.79152882	SGTA	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha
215011_at	1.31e-03	1.43e-04	-8.799408	0.96323	-1.64205684	SNHG3	small nucleolar RNA host gene 3 (non-protein coding)
214451_at	1.31e-03	1.43e-04	8.799391	0.96322	5.66301169	TFAP2B	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)
201633_s_at	1.31e-03	1.43e-04	-8.799122	0.96303	-1.28526895	CYB5B	cytochrome b5 type B (outer mitochondrial membrane)
204308_s_at	1.31e-03	1.43e-04	8.798906	0.96287	0.98914533	TECPR2	tectonin beta-propeller repeat containing 2
213455_at	1.31e-03	1.43e-04	8.798417	0.96253	3.79302917	FAM114A1	family with sequence similarity 114, member A1
204331_s_at	1.31e-03	1.43e-04	-8.797889	0.96215	-1.43132124	MRPS12	mitochondrial ribosomal protein S12
219133_at	1.31e-03	1.43e-04	8.796752	0.96135	0.51859612	OXSM	3-oxoacyl-ACP synthase, mitochondrial
200672_x_at	1.31e-03	1.43e-04	8.795103	0.96018	0.55179143	SPTBN1	spectrin, beta, non-erythrocytic 1
202214_s_at	1.31e-03	1.44e-04	8.789692	0.95633	1.28959743	CUL4B	cullin 4B
212159_x_at	1.32e-03	1.44e-04	8.784234	0.95245	0.42788945	AP2A2	adaptor-related protein complex 2, alpha 2 subunit
202920_at	1.32e-03	1.45e-04	8.775006	0.94589	2.88123368	ANK2	ankyrin 2, neuronal
201404_x_at	1.32e-03	1.45e-04	-8.774243	0.94535	-0.5390113	PSMB2	proteasome (prosome, macropain) subunit, beta type, 2
211758_x_at	1.32e-03	1.45e-04	-8.77423	0.94534	-0.59514237	TXNDC9	thioredoxin domain containing 9
202861_at	1.32e-03	1.45e-04	8.773547	0.94485	1.44120667	PER1	period circadian clock 1
211855_s_at	1.32e-03	1.45e-04	-8.772873	0.94437	-0.56952126	SLC25A14	solute carrier family 25 (mitochondrial carrier, brain), member 14
221473_x_at	1.32e-03	1.45e-04	8.772597	0.94418	1.08665002	SERINC3	serine incorporator 3
218398_at	1.32e-03	1.45e-04	-8.772006	0.94376	-0.59202221	MRPS30	mitochondrial ribosomal protein S30
211935_at	1.33e-03	1.46e-04	-8.765498	0.93913	-1.41623392	ARL6IP1	ADP-ribosylation factor-like 6 interacting protein 1
221495_s_at	1.33e-03	1.46e-04	8.762869	0.93725	0.58317875	TCF25	transcription factor 25 (basic helix-loop-helix)
201017_at	1.33e-03	1.46e-04	-8.761791	0.93649	-1.01429531	EIF1AX	eukaryotic translation initiation factor 1A, X-linked
208662_s_at	1.33e-03	1.46e-04	8.761494	0.93627	0.87576916	TTC3	tetratricopeptide repeat domain 3
212359_s_at	1.33e-03	1.47e-04	8.758691	0.93428	1.46253279	ZSWIM8	zinc finger, SWIM-type containing 8
206395_at	1.33e-03	1.47e-04	-8.758055	0.93382	-2.40241158	DGKG	diacylglycerol kinase, gamma 90kDa
204178_s_at	1.33e-03	1.47e-04	-8.757189	0.93321	-0.94223043	RBM14	RNA binding motif protein 14
202743_at	1.34e-03	1.47e-04	8.75417	0.93105	1.39995893	PIK3R3	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)
214869_x_at	1.34e-03	1.47e-04	-8.753572	0.93063	-0.52017309	GAPVD1	GTPase activating protein and VPS9 domains 1
214963_at	1.34e-03	1.47e-04	-8.752458	0.92983	-2.22913662	NUP160	nucleoporin 160kDa
210658_s_at	1.34e-03	1.47e-04	-8.752288	0.92971	-1.07937191	GGA2	golgi-associated, gamma adaptin ear containing, ARF binding protein 2
209019_s_at	1.34e-03	1.47e-04	8.7514	0.92908	1.75909875	PINK1	PTEN induced putative kinase 1
221788_at	1.34e-03	1.47e-04	8.749982	0.92807	1.62537357	PGM3	phosphoglucomutase 3
221830_at	1.34e-03	1.47e-04	8.749188	0.9275	1.13019049	RAP2A	RAP2A, member of RAS oncogene family
204584_at	1.34e-03	1.48e-04	8.747087	0.926	2.39998979	L1CAM	L1 cell adhesion molecule
209197_at	1.34e-03	1.48e-04	8.746175	0.92535	2.39368727	SYT11	synaptotagmin XI
218109_s_at	1.34e-03	1.48e-04	8.744184	0.92393	0.65274377	MFSD1	major facilitator superfamily domain containing 1
